COUNTY_ID,COUNTY_NAME,DISTRICT_ID,DISTRICT_NAME,SCHOOL_ID,SCHOOL_NAME,GRADE_LEVEL,GRADE_NAME,WH_M,WH_F,BL_M,BL_F,HI_M,HI_F,AS_M,AS_F,AM_M,AM_F,PI_M,PI_F,MU_M,MU_F,ROW_TOTAL
09,CAPE MAY,3780,OCEAN CITY,050,OCEAN CITY HIGH SCHOOL,55,TOTAL,6,4,0,0,1,0,0,0,0,0,0,0,0,0,11
09,CAPE MAY,3780,OCEAN CITY,999,DISTRICT TOTAL,10,Grade 10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2
09,CAPE MAY,3780,OCEAN CITY,999,DISTRICT TOTAL,11,Grade 11,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4
09,CAPE MAY,3780,OCEAN CITY,999,DISTRICT TOTAL,12,Grade 12,3,1,0,0,1,0,0,0,0,0,0,0,0,0,5
09,CAPE MAY,3780,OCEAN CITY,999,DISTRICT TOTAL,55,TOTAL,6,4,0,0,1,0,0,0,0,0,0,0,0,0,11
09,CAPE MAY,5340,UPPER TWP,055,Upper Township Primary School,PF,Full-day Pre-School,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
09,CAPE MAY,5340,UPPER TWP,055,Upper Township Primary School,55,TOTAL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
09,CAPE MAY,5340,UPPER TWP,999,DISTRICT TOTAL,PF,Full-day Pre-School,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
09,CAPE MAY,5340,UPPER TWP,999,DISTRICT TOTAL,55,TOTAL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
09,CAPE MAY,5790,WILDWOOD CITY,050,WILDWOOD HIGH SCHOOL,09,Grade 9,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2
09,CAPE MAY,5790,WILDWOOD CITY,050,WILDWOOD HIGH SCHOOL,10,Grade 10,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2
09,CAPE MAY,5790,WILDWOOD CITY,050,WILDWOOD HIGH SCHOOL,11,Grade 11,2,0,0,0,0,1,0,0,0,0,0,0,0,0,3
09,CAPE MAY,5790,WILDWOOD CITY,050,WILDWOOD HIGH SCHOOL,12,Grade 12,1,0,0,2,0,0,0,0,0,0,0,0,0,0,3
09,CAPE MAY,5790,WILDWOOD CITY,050,WILDWOOD HIGH SCHOOL,UG,Ungraded,0,2,0,1,0,0,0,0,0,0,0,0,0,0,3
09,CAPE MAY,5790,WILDWOOD CITY,050,WILDWOOD HIGH SCHOOL,55,TOTAL,3,3,1,4,1,1,0,0,0,0,0,0,0,0,13
09,CAPE MAY,5790,WILDWOOD CITY,060,GLENWOOD AVE ELEMENTARY SCHOOL,PF,Full-day Pre-School,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
09,CAPE MAY,5790,WILDWOOD CITY,060,GLENWOOD AVE ELEMENTARY SCHOOL,55,TOTAL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
09,CAPE MAY,5790,WILDWOOD CITY,999,DISTRICT TOTAL,PF,Full-day Pre-School,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
09,CAPE MAY,5790,WILDWOOD CITY,999,DISTRICT TOTAL,09,Grade 9,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2
09,CAPE MAY,5790,WILDWOOD CITY,999,DISTRICT TOTAL,10,Grade 10,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2
09,CAPE MAY,5790,WILDWOOD CITY,999,DISTRICT TOTAL,11,Grade 11,2,0,0,0,0,1,0,0,0,0,0,0,0,0,3
09,CAPE MAY,5790,WILDWOOD CITY,999,DISTRICT TOTAL,12,Grade 12,1,0,0,2,0,0,0,0,0,0,0,0,0,0,3
09,CAPE MAY,5790,WILDWOOD CITY,999,DISTRICT TOTAL,UG,Ungraded,0,2,0,1,0,0,0,0,0,0,0,0,0,0,3
09,CAPE MAY,5790,WILDWOOD CITY,999,DISTRICT TOTAL,55,TOTAL,4,3,1,4,1,1,0,0,0,0,0,0,0,0,14
09,CAPE MAY,5840,WOODBINE BORO,050,Woodbine Elementary School,09,Grade 9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
09,CAPE MAY,5840,WOODBINE BORO,050,Woodbine Elementary School,55,TOTAL,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
09,CAPE MAY,5840,WOODBINE BORO,999,DISTRICT TOTAL,09,Grade 9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
09,CAPE MAY,5840,WOODBINE BORO,999,DISTRICT TOTAL,55,TOTAL,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
09,CAPE MAY,9999,COUNTY TOTAL,999,COUNTY TOTAL,PH,Half-day Pre-School,1,1,0,1,0,1,0,0,0,0,0,0,0,0,4
09,CAPE MAY,9999,COUNTY TOTAL,999,COUNTY TOTAL,PF,Full-day Pre-School,2,0,0,0,1,0,0,0,0,0,0,0,0,0,3
09,CAPE MAY,9999,COUNTY TOTAL,999,COUNTY TOTAL,KF,Full-day Kindergarten,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
09,CAPE MAY,9999,COUNTY TOTAL,999,COUNTY TOTAL,04,Grade 4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
09,CAPE MAY,9999,COUNTY TOTAL,999,COUNTY TOTAL,06,Grade 6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
09,CAPE MAY,9999,COUNTY TOTAL,999,COUNTY TOTAL,08,Grade 8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
09,CAPE MAY,9999,COUNTY TOTAL,999,COUNTY TOTAL,09,Grade 9,5,6,1,0,0,0,0,0,0,0,0,0,0,0,12
09,CAPE MAY,9999,COUNTY TOTAL,999,COUNTY TOTAL,10,Grade 10,2,4,1,3,1,2,0,0,0,0,0,0,0,0,13
09,CAPE MAY,9999,COUNTY TOTAL,999,COUNTY TOTAL,11,Grade 11,16,8,0,1,0,3,0,0,0,0,0,0,1,0,29
09,CAPE MAY,9999,COUNTY TOTAL,999,COUNTY TOTAL,12,Grade 12,15,8,6,2,1,3,0,0,0,0,0,0,0,1,36
09,CAPE MAY,9999,COUNTY TOTAL,999,COUNTY TOTAL,UG,Ungraded,5,4,1,2,0,0,0,0,0,0,0,0,0,0,12
09,CAPE MAY,9999,COUNTY TOTAL,999,COUNTY TOTAL,55,TOTAL,46,33,9,10,3,9,0,0,0,0,0,0,1,2,113
11,CUMBERLAND,0540,BRIDGETON CITY,020,Bridgeton High School,09,Grade 9,0,0,2,0,4,5,0,0,0,0,0,0,2,0,13
11,CUMBERLAND,0540,BRIDGETON CITY,020,Bridgeton High School,10,Grade 10,0,0,4,1,8,2,0,0,0,0,0,0,0,0,15
11,CUMBERLAND,0540,BRIDGETON CITY,020,Bridgeton High School,11,Grade 11,1,0,2,3,5,2,0,0,0,0,0,0,0,0,13
11,CUMBERLAND,0540,BRIDGETON CITY,020,Bridgeton High School,12,Grade 12,0,0,0,1,1,4,0,0,0,0,0,0,0,0,6
11,CUMBERLAND,0540,BRIDGETON CITY,020,Bridgeton High School,UG,Ungraded,1,0,6,0,1,1,0,0,0,0,0,0,0,0,9
11,CUMBERLAND,0540,BRIDGETON CITY,020,Bridgeton High School,55,TOTAL,2,0,14,5,19,14,0,0,0,0,0,0,2,0,56
11,CUMBERLAND,0540,BRIDGETON CITY,030,Broad Street School,01,Grade 1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
11,CUMBERLAND,0540,BRIDGETON CITY,030,Broad Street School,05,Grade 5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
11,CUMBERLAND,0540,BRIDGETON CITY,030,Broad Street School,07,Grade 7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
11,CUMBERLAND,0540,BRIDGETON CITY,030,Broad Street School,UG,Ungraded,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
11,CUMBERLAND,0540,BRIDGETON CITY,030,Broad Street School,55,TOTAL,0,0,0,0,2,2,0,0,0,0,0,0,0,0,4
11,CUMBERLAND,0540,BRIDGETON CITY,055,Cherry Street School,KF,Full-day Kindergarten,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
11,CUMBERLAND,0540,BRIDGETON CITY,055,Cherry Street School,01,Grade 1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
11,CUMBERLAND,0540,BRIDGETON CITY,055,Cherry Street School,55,TOTAL,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2
11,CUMBERLAND,0540,BRIDGETON CITY,060,Indian Ave School,04,Grade 4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
11,CUMBERLAND,0540,BRIDGETON CITY,060,Indian Ave School,55,TOTAL,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
11,CUMBERLAND,0540,BRIDGETON CITY,130,West Avenue School,PF,Full-day Pre-School,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
11,CUMBERLAND,0540,BRIDGETON CITY,130,West Avenue School,07,Grade 7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
11,CUMBERLAND,0540,BRIDGETON CITY,130,West Avenue School,08,Grade 8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
11,CUMBERLAND,0540,BRIDGETON CITY,130,West Avenue School,55,TOTAL,0,0,0,0,2,1,0,0,0,0,0,0,0,0,3
11,CUMBERLAND,0540,BRIDGETON CITY,150,Geraldine O Foster Early Childhood Center,PF,Full-day Pre-School,3,1,8,7,14,21,0,0,0,0,0,0,0,1,55
11,CUMBERLAND,0540,BRIDGETON CITY,150,Geraldine O Foster Early Childhood Center,55,TOTAL,3,1,8,7,14,21,0,0,0,0,0,0,0,1,55
11,CUMBERLAND,0540,BRIDGETON CITY,999,DISTRICT TOTAL,PF,Full-day Pre-School,3,1,8,7,15,21,0,0,0,0,0,0,0,1,56
11,CUMBERLAND,0540,BRIDGETON CITY,999,DISTRICT TOTAL,KF,Full-day Kindergarten,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
11,CUMBERLAND,0540,BRIDGETON CITY,999,DISTRICT TOTAL,01,Grade 1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2
11,CUMBERLAND,0540,BRIDGETON CITY,999,DISTRICT TOTAL,04,Grade 4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
11,CUMBERLAND,0540,BRIDGETON CITY,999,DISTRICT TOTAL,05,Grade 5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
11,CUMBERLAND,0540,BRIDGETON CITY,999,DISTRICT TOTAL,07,Grade 7,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2
11,CUMBERLAND,0540,BRIDGETON CITY,999,DISTRICT TOTAL,08,Grade 8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
11,CUMBERLAND,0540,BRIDGETON CITY,999,DISTRICT TOTAL,09,Grade 9,0,0,2,0,4,5,0,0,0,0,0,0,2,0,13
11,CUMBERLAND,0540,BRIDGETON CITY,999,DISTRICT TOTAL,10,Grade 10,0,0,4,1,8,2,0,0,0,0,0,0,0,0,15
11,CUMBERLAND,0540,BRIDGETON CITY,999,DISTRICT TOTAL,11,Grade 11,1,0,2,3,5,2,0,0,0,0,0,0,0,0,13
11,CUMBERLAND,0540,BRIDGETON CITY,999,DISTRICT TOTAL,12,Grade 12,0,0,0,1,1,4,0,0,0,0,0,0,0,0,6
11,CUMBERLAND,0540,BRIDGETON CITY,999,DISTRICT TOTAL,UG,Ungraded,1,0,6,0,2,1,0,0,0,0,0,0,0,0,10
11,CUMBERLAND,0540,BRIDGETON CITY,999,DISTRICT TOTAL,55,TOTAL,5,1,22,12,40,38,0,0,0,0,0,0,2,1,121
11,CUMBERLAND,0950,COMMERCIAL TWP,025,Haleyville-Mauricetown Elementary School,02,Grade 2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,CUMBERLAND,0950,COMMERCIAL TWP,025,Haleyville-Mauricetown Elementary School,04,Grade 4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
11,CUMBERLAND,0950,COMMERCIAL TWP,025,Haleyville-Mauricetown Elementary School,55,TOTAL,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2
11,CUMBERLAND,0950,COMMERCIAL TWP,999,DISTRICT TOTAL,02,Grade 2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,CUMBERLAND,0950,COMMERCIAL TWP,999,DISTRICT TOTAL,04,Grade 4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
11,CUMBERLAND,0950,COMMERCIAL TWP,999,DISTRICT TOTAL,55,TOTAL,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2
11,CUMBERLAND,0995,CUMBERLAND CO VOCATIONAL,030,Cumberland County Technical Education Center,11,Grade 11,0,0,0,1,1,1,0,0,0,0,0,0,0,0,3
11,CUMBERLAND,0995,CUMBERLAND CO VOCATIONAL,030,Cumberland County Technical Education Center,12,Grade 12,1,0,0,0,1,1,0,0,0,0,0,0,0,0,3
11,CUMBERLAND,0995,CUMBERLAND CO VOCATIONAL,030,Cumberland County Technical Education Center,55,TOTAL,1,0,0,1,2,2,0,0,0,0,0,0,0,0,6
11,CUMBERLAND,0995,CUMBERLAND CO VOCATIONAL,999,DISTRICT TOTAL,11,Grade 11,0,0,0,1,1,1,0,0,0,0,0,0,0,0,3
11,CUMBERLAND,0995,CUMBERLAND CO VOCATIONAL,999,DISTRICT TOTAL,12,Grade 12,1,0,0,0,1,1,0,0,0,0,0,0,0,0,3
11,CUMBERLAND,0995,CUMBERLAND CO VOCATIONAL,999,DISTRICT TOTAL,55,TOTAL,1,0,0,1,2,2,0,0,0,0,0,0,0,0,6
11,CUMBERLAND,0997,CUMBERLAND REGIONAL,030,Cumberland Regional High School,09,Grade 9,4,1,0,1,2,0,0,0,1,0,0,0,0,0,9
11,CUMBERLAND,0997,CUMBERLAND REGIONAL,030,Cumberland Regional High School,10,Grade 10,3,1,2,1,0,1,0,0,0,0,0,0,0,0,8
11,CUMBERLAND,0997,CUMBERLAND REGIONAL,030,Cumberland Regional High School,11,Grade 11,1,2,0,0,0,1,0,0,0,0,0,0,0,0,4
11,CUMBERLAND,0997,CUMBERLAND REGIONAL,030,Cumberland Regional High School,12,Grade 12,5,0,0,1,1,1,1,0,0,0,0,0,0,0,9
11,CUMBERLAND,0997,CUMBERLAND REGIONAL,030,Cumberland Regional High School,UG,Ungraded,0,0,0,0,1,1,0,0,0,0,0,0,1,0,3
11,CUMBERLAND,0997,CUMBERLAND REGIONAL,030,Cumberland Regional High School,55,TOTAL,13,4,2,3,4,4,1,0,1,0,0,0,1,0,33
11,CUMBERLAND,0997,CUMBERLAND REGIONAL,999,DISTRICT TOTAL,09,Grade 9,4,1,0,1,2,0,0,0,1,0,0,0,0,0,9
11,CUMBERLAND,0997,CUMBERLAND REGIONAL,999,DISTRICT TOTAL,10,Grade 10,3,1,2,1,0,1,0,0,0,0,0,0,0,0,8
11,CUMBERLAND,0997,CUMBERLAND REGIONAL,999,DISTRICT TOTAL,11,Grade 11,1,2,0,0,0,1,0,0,0,0,0,0,0,0,4
11,CUMBERLAND,0997,CUMBERLAND REGIONAL,999,DISTRICT TOTAL,12,Grade 12,5,0,0,1,1,1,1,0,0,0,0,0,0,0,9
11,CUMBERLAND,0997,CUMBERLAND REGIONAL,999,DISTRICT TOTAL,UG,Ungraded,0,0,0,0,1,1,0,0,0,0,0,0,1,0,3
11,CUMBERLAND,0997,CUMBERLAND REGIONAL,999,DISTRICT TOTAL,55,TOTAL,13,4,2,3,4,4,1,0,1,0,0,0,1,0,33
11,CUMBERLAND,3230,MILLVILLE CITY,050,MILLVILLE SENIOR HIGH SCHOOL,10,Grade 10,2,1,2,1,1,0,0,0,0,0,0,0,1,0,8
11,CUMBERLAND,3230,MILLVILLE CITY,050,MILLVILLE SENIOR HIGH SCHOOL,11,Grade 11,4,4,6,2,3,3,0,0,0,0,0,0,0,0,22
11,CUMBERLAND,3230,MILLVILLE CITY,050,MILLVILLE SENIOR HIGH SCHOOL,12,Grade 12,2,3,2,1,1,0,0,0,0,0,0,0,0,0,9
11,CUMBERLAND,3230,MILLVILLE CITY,050,MILLVILLE SENIOR HIGH SCHOOL,55,TOTAL,8,8,10,4,5,3,0,0,0,0,0,0,1,0,39
11,CUMBERLAND,3230,MILLVILLE CITY,060,MEMORIAL HIGH SCHOOL,09,Grade 9,3,0,1,3,2,1,0,0,0,0,0,0,0,0,10
11,CUMBERLAND,3230,MILLVILLE CITY,060,MEMORIAL HIGH SCHOOL,10,Grade 10,1,4,1,1,0,1,0,0,1,0,0,0,0,0,9
11,CUMBERLAND,3230,MILLVILLE CITY,060,MEMORIAL HIGH SCHOOL,11,Grade 11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,CUMBERLAND,3230,MILLVILLE CITY,060,MEMORIAL HIGH SCHOOL,UG,Ungraded,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2
11,CUMBERLAND,3230,MILLVILLE CITY,060,MEMORIAL HIGH SCHOOL,55,TOTAL,5,5,2,4,2,3,0,0,1,0,0,0,0,0,22
11,CUMBERLAND,3230,MILLVILLE CITY,068,CHILD FAMILY CENTER,PF,Full-day Pre-School,6,7,14,4,4,4,0,0,0,0,0,0,0,0,39
11,CUMBERLAND,3230,MILLVILLE CITY,068,CHILD FAMILY CENTER,55,TOTAL,6,7,14,4,4,4,0,0,0,0,0,0,0,0,39
11,CUMBERLAND,3230,MILLVILLE CITY,077,LAKESIDE MIDDLE SCHOOL,UG,Ungraded,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
11,CUMBERLAND,3230,MILLVILLE CITY,077,LAKESIDE MIDDLE SCHOOL,55,TOTAL,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
11,CUMBERLAND,3230,MILLVILLE CITY,100,SILVER RUN ELEMENTARY SCHOOL,KF,Full-day Kindergarten,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,CUMBERLAND,3230,MILLVILLE CITY,100,SILVER RUN ELEMENTARY SCHOOL,UG,Ungraded,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
11,CUMBERLAND,3230,MILLVILLE CITY,100,SILVER RUN ELEMENTARY SCHOOL,55,TOTAL,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2
11,CUMBERLAND,3230,MILLVILLE CITY,999,DISTRICT TOTAL,PF,Full-day Pre-School,6,7,14,4,4,4,0,0,0,0,0,0,0,0,39
11,CUMBERLAND,3230,MILLVILLE CITY,999,DISTRICT TOTAL,KF,Full-day Kindergarten,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,CUMBERLAND,3230,MILLVILLE CITY,999,DISTRICT TOTAL,09,Grade 9,3,0,1,3,2,1,0,0,0,0,0,0,0,0,10
11,CUMBERLAND,3230,MILLVILLE CITY,999,DISTRICT TOTAL,10,Grade 10,3,5,3,2,1,1,0,0,1,0,0,0,1,0,17
11,CUMBERLAND,3230,MILLVILLE CITY,999,DISTRICT TOTAL,11,Grade 11,5,4,6,2,3,3,0,0,0,0,0,0,0,0,23
11,CUMBERLAND,3230,MILLVILLE CITY,999,DISTRICT TOTAL,12,Grade 12,2,3,2,1,1,0,0,0,0,0,0,0,0,0,9
11,CUMBERLAND,3230,MILLVILLE CITY,999,DISTRICT TOTAL,UG,Ungraded,0,1,1,1,0,1,0,0,0,0,0,0,0,0,4
11,CUMBERLAND,3230,MILLVILLE CITY,999,DISTRICT TOTAL,55,TOTAL,20,20,27,13,11,10,0,0,1,0,0,0,1,0,103
11,CUMBERLAND,5300,UPPER DEERFIELD TWP,070,Woodruff Middle School,08,Grade 8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
11,CUMBERLAND,5300,UPPER DEERFIELD TWP,070,Woodruff Middle School,55,TOTAL,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
11,CUMBERLAND,5300,UPPER DEERFIELD TWP,999,DISTRICT TOTAL,08,Grade 8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
11,CUMBERLAND,5300,UPPER DEERFIELD TWP,999,DISTRICT TOTAL,55,TOTAL,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
11,CUMBERLAND,5390,VINELAND CITY,050,Vineland Senior High School,09,Grade 9,0,1,4,0,7,2,0,0,0,0,0,0,0,0,14
11,CUMBERLAND,5390,VINELAND CITY,050,Vineland Senior High School,10,Grade 10,2,0,1,1,16,4,0,0,0,0,0,0,0,0,24
11,CUMBERLAND,5390,VINELAND CITY,050,Vineland Senior High School,11,Grade 11,1,1,3,2,5,4,0,0,1,0,0,0,0,0,17
11,CUMBERLAND,5390,VINELAND CITY,050,Vineland Senior High School,12,Grade 12,2,1,1,0,1,4,0,0,0,0,0,0,0,0,9
11,CUMBERLAND,5390,VINELAND CITY,050,Vineland Senior High School,UG,Ungraded,2,1,5,2,16,6,0,0,0,0,0,0,0,0,32
11,CUMBERLAND,5390,VINELAND CITY,050,Vineland Senior High School,55,TOTAL,7,4,14,5,45,20,0,0,1,0,0,0,0,0,96
11,CUMBERLAND,5390,VINELAND CITY,075,Gloria M Sabater Elementary School,02,Grade 2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
11,CUMBERLAND,5390,VINELAND CITY,075,Gloria M Sabater Elementary School,05,Grade 5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
11,CUMBERLAND,5390,VINELAND CITY,075,Gloria M Sabater Elementary School,55,TOTAL,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2
11,CUMBERLAND,5390,VINELAND CITY,095,Dane Barse Elementary School,04,Grade 4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
11,CUMBERLAND,5390,VINELAND CITY,095,Dane Barse Elementary School,55,TOTAL,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
11,CUMBERLAND,5390,VINELAND CITY,115,John H. Winslow Elementary School,KF,Full-day Kindergarten,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
11,CUMBERLAND,5390,VINELAND CITY,115,John H. Winslow Elementary School,01,Grade 1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
11,CUMBERLAND,5390,VINELAND CITY,115,John H. Winslow Elementary School,55,TOTAL,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
11,CUMBERLAND,5390,VINELAND CITY,120,Johnstone Elementary School,01,Grade 1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2
11,CUMBERLAND,5390,VINELAND CITY,120,Johnstone Elementary School,02,Grade 2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
11,CUMBERLAND,5390,VINELAND CITY,120,Johnstone Elementary School,04,Grade 4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
11,CUMBERLAND,5390,VINELAND CITY,120,Johnstone Elementary School,55,TOTAL,0,0,0,0,1,1,0,0,0,0,0,0,2,0,4
11,CUMBERLAND,5390,VINELAND CITY,135,Marie Durand Elementary School,KF,Full-day Kindergarten,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
11,CUMBERLAND,5390,VINELAND CITY,135,Marie Durand Elementary School,02,Grade 2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
11,CUMBERLAND,5390,VINELAND CITY,135,Marie Durand Elementary School,55,TOTAL,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2
11,CUMBERLAND,5390,VINELAND CITY,160,Max Leuchter,05,Grade 5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
11,CUMBERLAND,5390,VINELAND CITY,160,Max Leuchter,55,TOTAL,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
11,CUMBERLAND,5390,VINELAND CITY,176,Casimer M. Dallago Jr. Impact Center,PF,Full-day Pre-School,4,2,1,2,6,3,0,0,0,0,0,0,0,1,19
11,CUMBERLAND,5390,VINELAND CITY,176,Casimer M. Dallago Jr. Impact Center,UG,Ungraded,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
11,CUMBERLAND,5390,VINELAND CITY,176,Casimer M. Dallago Jr. Impact Center,55,TOTAL,4,3,1,2,6,3,0,0,0,0,0,0,0,1,20
11,CUMBERLAND,5390,VINELAND CITY,230,Solve D'Ippolito Elementary School,01,Grade 1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
11,CUMBERLAND,5390,VINELAND CITY,230,Solve D'Ippolito Elementary School,55,TOTAL,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
11,CUMBERLAND,5390,VINELAND CITY,280,Thomas W. Wallace Jr. Middle School,08,Grade 8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2
11,CUMBERLAND,5390,VINELAND CITY,280,Thomas W. Wallace Jr. Middle School,55,TOTAL,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2
11,CUMBERLAND,5390,VINELAND CITY,300,Almond Road Preschool,PF,Full-day Pre-School,0,2,2,2,3,3,0,0,0,0,0,0,0,0,12
11,CUMBERLAND,5390,VINELAND CITY,300,Almond Road Preschool,UG,Ungraded,1,0,0,0,2,0,0,0,0,0,0,0,0,0,3
11,CUMBERLAND,5390,VINELAND CITY,300,Almond Road Preschool,55,TOTAL,1,2,2,2,5,3,0,0,0,0,0,0,0,0,15
11,CUMBERLAND,5390,VINELAND CITY,999,DISTRICT TOTAL,PF,Full-day Pre-School,4,4,3,4,9,6,0,0,0,0,0,0,0,1,31
11,CUMBERLAND,5390,VINELAND CITY,999,DISTRICT TOTAL,KF,Full-day Kindergarten,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2
11,CUMBERLAND,5390,VINELAND CITY,999,DISTRICT TOTAL,01,Grade 1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,4
11,CUMBERLAND,5390,VINELAND CITY,999,DISTRICT TOTAL,02,Grade 2,0,0,1,0,1,0,0,0,0,0,0,0,1,0,3
11,CUMBERLAND,5390,VINELAND CITY,999,DISTRICT TOTAL,04,Grade 4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2
11,CUMBERLAND,5390,VINELAND CITY,999,DISTRICT TOTAL,05,Grade 5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2
11,CUMBERLAND,5390,VINELAND CITY,999,DISTRICT TOTAL,08,Grade 8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2
11,CUMBERLAND,5390,VINELAND CITY,999,DISTRICT TOTAL,09,Grade 9,0,1,4,0,7,2,0,0,0,0,0,0,0,0,14
11,CUMBERLAND,5390,VINELAND CITY,999,DISTRICT TOTAL,10,Grade 10,2,0,1,1,16,4,0,0,0,0,0,0,0,0,24
11,CUMBERLAND,5390,VINELAND CITY,999,DISTRICT TOTAL,11,Grade 11,1,1,3,2,5,4,0,0,1,0,0,0,0,0,17
11,CUMBERLAND,5390,VINELAND CITY,999,DISTRICT TOTAL,12,Grade 12,2,1,1,0,1,4,0,0,0,0,0,0,0,0,9
11,CUMBERLAND,5390,VINELAND CITY,999,DISTRICT TOTAL,UG,Ungraded,3,2,5,2,18,6,0,0,0,0,0,0,0,0,36
11,CUMBERLAND,5390,VINELAND CITY,999,DISTRICT TOTAL,55,TOTAL,13,9,18,9,61,31,1,0,1,0,0,0,2,1,146
11,CUMBERLAND,9999,COUNTY TOTAL,999,COUNTY TOTAL,PF,Full-day Pre-School,13,12,25,15,28,31,0,0,0,0,0,0,0,2,126
11,CUMBERLAND,9999,COUNTY TOTAL,999,COUNTY TOTAL,KF,Full-day Kindergarten,1,0,0,0,2,1,0,0,0,0,0,0,0,0,4
11,CUMBERLAND,9999,COUNTY TOTAL,999,COUNTY TOTAL,01,Grade 1,0,0,0,0,3,3,0,0,0,0,0,0,0,0,6
