dist_year,DISTRICT_NAME_left,SCHOOL_NAME,YEAR,GRAD_RATE,DISTRICT_NAME_right,STNAME,Year,Population
ASBURY2014,ASBURY,Asbury Park High School,2014,49.26,ASBURY,New Jersey,2014,15892.0
ASBURY2014,ASBURY,Asbury Park High School,2014,49.26,ASBURY,New Jersey,2014,15892.0
ASBURY2014,ASBURY,Asbury Park High School,2014,49.26,ASBURY,New Jersey,2014,15892.0
ASBURY2014,ASBURY,Asbury Park High School,2014,49.26,ASBURY,New Jersey,2014,15892.0
ASBURY2015,ASBURY,Asbury Park High School,2015,66.04,ASBURY,New Jersey,2015,15789.0
ASBURY2015,ASBURY,Asbury Park High School,2015,66.04,ASBURY,New Jersey,2015,15789.0
ASBURY2015,ASBURY,Asbury Park High School,2015,66.04,ASBURY,New Jersey,2015,15789.0
ASBURY2015,ASBURY,Asbury Park High School,2015,66.04,ASBURY,New Jersey,2015,15789.0
ASBURY2016,ASBURY,Asbury Park High School,2016,73.12,ASBURY,New Jersey,2016,15765.0
ASBURY2016,ASBURY,Asbury Park High School,2016,73.12,ASBURY,New Jersey,2016,15765.0
ASBURY2016,ASBURY,Asbury Park High School,2016,73.12,ASBURY,New Jersey,2016,15765.0
ASBURY2016,ASBURY,Asbury Park High School,2016,73.12,ASBURY,New Jersey,2016,15765.0
ASBURY2017,ASBURY,Asbury Park High School,2017,71.05,ASBURY,New Jersey,2017,15767.0
ASBURY2017,ASBURY,Asbury Park High School,2017,71.05,ASBURY,New Jersey,2017,15767.0
ASBURY2017,ASBURY,Asbury Park High School,2017,71.05,ASBURY,New Jersey,2017,15767.0
ASBURY2017,ASBURY,Asbury Park High School,2017,71.05,ASBURY,New Jersey,2017,15767.0
ATLANTIC2014,ATLANTIC,Atlantic City High School,2014,70.32,ATLANTIC,New Jersey,2014,39496.0
ATLANTIC2014,ATLANTIC,Atlantic City High School,2014,70.32,ATLANTIC,New Jersey,2014,4330.0
ATLANTIC2014,ATLANTIC,Atlantic City High School,2014,70.32,ATLANTIC,New Jersey,2014,274842.0
ATLANTIC2014,ATLANTIC,Atlantic City High School,2014,70.32,ATLANTIC,New Jersey,2014,39496.0
ATLANTIC2014,ATLANTIC,Atlantic City High School,2014,70.32,ATLANTIC,New Jersey,2014,39496.0
ATLANTIC2014,ATLANTIC,Atlantic City High School,2014,70.32,ATLANTIC,New Jersey,2014,39496.0
ATLANTIC2014,ATLANTIC,Atlantic City High School,2014,70.32,ATLANTIC,New Jersey,2014,4330.0
ATLANTIC2014,ATLANTIC,Atlantic City High School,2014,70.32,ATLANTIC,New Jersey,2014,4330.0
ATLANTIC2014,ATLANTIC,Atlantic City High School,2014,70.32,ATLANTIC,New Jersey,2014,4330.0
ATLANTIC2014,ATLANTIC,Atlantic County Institute of Technology,2014,97.48,ATLANTIC,New Jersey,2014,39496.0
ATLANTIC2014,ATLANTIC,Atlantic County Institute of Technology,2014,97.48,ATLANTIC,New Jersey,2014,4330.0
ATLANTIC2014,ATLANTIC,Atlantic County Institute of Technology,2014,97.48,ATLANTIC,New Jersey,2014,274842.0
ATLANTIC2014,ATLANTIC,Atlantic County Institute of Technology,2014,97.48,ATLANTIC,New Jersey,2014,39496.0
ATLANTIC2014,ATLANTIC,Atlantic County Institute of Technology,2014,97.48,ATLANTIC,New Jersey,2014,39496.0
ATLANTIC2014,ATLANTIC,Atlantic County Institute of Technology,2014,97.48,ATLANTIC,New Jersey,2014,39496.0
ATLANTIC2014,ATLANTIC,Atlantic County Institute of Technology,2014,97.48,ATLANTIC,New Jersey,2014,4330.0
ATLANTIC2014,ATLANTIC,Atlantic County Institute of Technology,2014,97.48,ATLANTIC,New Jersey,2014,4330.0
ATLANTIC2014,ATLANTIC,Atlantic County Institute of Technology,2014,97.48,ATLANTIC,New Jersey,2014,4330.0
ATLANTIC2015,ATLANTIC,Atlantic City High School,2015,73.71,ATLANTIC,New Jersey,2015,39099.0
ATLANTIC2015,ATLANTIC,Atlantic City High School,2015,73.71,ATLANTIC,New Jersey,2015,4301.0
ATLANTIC2015,ATLANTIC,Atlantic City High School,2015,73.71,ATLANTIC,New Jersey,2015,273088.0
ATLANTIC2015,ATLANTIC,Atlantic City High School,2015,73.71,ATLANTIC,New Jersey,2015,39099.0
ATLANTIC2015,ATLANTIC,Atlantic City High School,2015,73.71,ATLANTIC,New Jersey,2015,39099.0
ATLANTIC2015,ATLANTIC,Atlantic City High School,2015,73.71,ATLANTIC,New Jersey,2015,39099.0
ATLANTIC2015,ATLANTIC,Atlantic City High School,2015,73.71,ATLANTIC,New Jersey,2015,4301.0
ATLANTIC2015,ATLANTIC,Atlantic City High School,2015,73.71,ATLANTIC,New Jersey,2015,4301.0
ATLANTIC2015,ATLANTIC,Atlantic City High School,2015,73.71,ATLANTIC,New Jersey,2015,4301.0
ATLANTIC2015,ATLANTIC,Atlantic County Institute of Technology,2015,98.08,ATLANTIC,New Jersey,2015,39099.0
ATLANTIC2015,ATLANTIC,Atlantic County Institute of Technology,2015,98.08,ATLANTIC,New Jersey,2015,4301.0
ATLANTIC2015,ATLANTIC,Atlantic County Institute of Technology,2015,98.08,ATLANTIC,New Jersey,2015,273088.0
ATLANTIC2015,ATLANTIC,Atlantic County Institute of Technology,2015,98.08,ATLANTIC,New Jersey,2015,39099.0
ATLANTIC2015,ATLANTIC,Atlantic County Institute of Technology,2015,98.08,ATLANTIC,New Jersey,2015,39099.0
ATLANTIC2015,ATLANTIC,Atlantic County Institute of Technology,2015,98.08,ATLANTIC,New Jersey,2015,39099.0
ATLANTIC2015,ATLANTIC,Atlantic County Institute of Technology,2015,98.08,ATLANTIC,New Jersey,2015,4301.0
ATLANTIC2015,ATLANTIC,Atlantic County Institute of Technology,2015,98.08,ATLANTIC,New Jersey,2015,4301.0
ATLANTIC2015,ATLANTIC,Atlantic County Institute of Technology,2015,98.08,ATLANTIC,New Jersey,2015,4301.0
ATLANTIC2016,ATLANTIC,Atlantic City High School,2016,76.14,ATLANTIC,New Jersey,2016,38724.0
ATLANTIC2016,ATLANTIC,Atlantic City High School,2016,76.14,ATLANTIC,New Jersey,2016,4304.0
ATLANTIC2016,ATLANTIC,Atlantic City High School,2016,76.14,ATLANTIC,New Jersey,2016,270830.0
ATLANTIC2016,ATLANTIC,Atlantic City High School,2016,76.14,ATLANTIC,New Jersey,2016,38724.0
ATLANTIC2016,ATLANTIC,Atlantic City High School,2016,76.14,ATLANTIC,New Jersey,2016,38724.0
ATLANTIC2016,ATLANTIC,Atlantic City High School,2016,76.14,ATLANTIC,New Jersey,2016,38724.0
ATLANTIC2016,ATLANTIC,Atlantic City High School,2016,76.14,ATLANTIC,New Jersey,2016,4304.0
ATLANTIC2016,ATLANTIC,Atlantic City High School,2016,76.14,ATLANTIC,New Jersey,2016,4304.0
ATLANTIC2016,ATLANTIC,Atlantic City High School,2016,76.14,ATLANTIC,New Jersey,2016,4304.0
ATLANTIC2016,ATLANTIC,Atlantic County Institute of Technology,2016,99.04,ATLANTIC,New Jersey,2016,38724.0
ATLANTIC2016,ATLANTIC,Atlantic County Institute of Technology,2016,99.04,ATLANTIC,New Jersey,2016,4304.0
ATLANTIC2016,ATLANTIC,Atlantic County Institute of Technology,2016,99.04,ATLANTIC,New Jersey,2016,270830.0
ATLANTIC2016,ATLANTIC,Atlantic County Institute of Technology,2016,99.04,ATLANTIC,New Jersey,2016,38724.0
ATLANTIC2016,ATLANTIC,Atlantic County Institute of Technology,2016,99.04,ATLANTIC,New Jersey,2016,38724.0
ATLANTIC2016,ATLANTIC,Atlantic County Institute of Technology,2016,99.04,ATLANTIC,New Jersey,2016,38724.0
ATLANTIC2016,ATLANTIC,Atlantic County Institute of Technology,2016,99.04,ATLANTIC,New Jersey,2016,4304.0
ATLANTIC2016,ATLANTIC,Atlantic County Institute of Technology,2016,99.04,ATLANTIC,New Jersey,2016,4304.0
ATLANTIC2016,ATLANTIC,Atlantic County Institute of Technology,2016,99.04,ATLANTIC,New Jersey,2016,4304.0
ATLANTIC2017,ATLANTIC,Atlantic City High School,2017,80.54,ATLANTIC,New Jersey,2017,38429.0
ATLANTIC2017,ATLANTIC,Atlantic City High School,2017,80.54,ATLANTIC,New Jersey,2017,4311.0
ATLANTIC2017,ATLANTIC,Atlantic City High School,2017,80.54,ATLANTIC,New Jersey,2017,269918.0
ATLANTIC2017,ATLANTIC,Atlantic City High School,2017,80.54,ATLANTIC,New Jersey,2017,38429.0
ATLANTIC2017,ATLANTIC,Atlantic City High School,2017,80.54,ATLANTIC,New Jersey,2017,38429.0
ATLANTIC2017,ATLANTIC,Atlantic City High School,2017,80.54,ATLANTIC,New Jersey,2017,38429.0
ATLANTIC2017,ATLANTIC,Atlantic City High School,2017,80.54,ATLANTIC,New Jersey,2017,4311.0
ATLANTIC2017,ATLANTIC,Atlantic City High School,2017,80.54,ATLANTIC,New Jersey,2017,4311.0
ATLANTIC2017,ATLANTIC,Atlantic City High School,2017,80.54,ATLANTIC,New Jersey,2017,4311.0
ATLANTIC2017,ATLANTIC,Atlantic County Institute of Technology,2017,98.74,ATLANTIC,New Jersey,2017,38429.0
ATLANTIC2017,ATLANTIC,Atlantic County Institute of Technology,2017,98.74,ATLANTIC,New Jersey,2017,4311.0
ATLANTIC2017,ATLANTIC,Atlantic County Institute of Technology,2017,98.74,ATLANTIC,New Jersey,2017,269918.0
ATLANTIC2017,ATLANTIC,Atlantic County Institute of Technology,2017,98.74,ATLANTIC,New Jersey,2017,38429.0
ATLANTIC2017,ATLANTIC,Atlantic County Institute of Technology,2017,98.74,ATLANTIC,New Jersey,2017,38429.0
ATLANTIC2017,ATLANTIC,Atlantic County Institute of Technology,2017,98.74,ATLANTIC,New Jersey,2017,38429.0
ATLANTIC2017,ATLANTIC,Atlantic County Institute of Technology,2017,98.74,ATLANTIC,New Jersey,2017,4311.0
ATLANTIC2017,ATLANTIC,Atlantic County Institute of Technology,2017,98.74,ATLANTIC,New Jersey,2017,4311.0
ATLANTIC2017,ATLANTIC,Atlantic County Institute of Technology,2017,98.74,ATLANTIC,New Jersey,2017,4311.0
AUDUBON2014,AUDUBON,Audubon Junior/Senior High School,2014,92.31,AUDUBON,New Jersey,2014,8727.0
AUDUBON2014,AUDUBON,Audubon Junior/Senior High School,2014,92.31,AUDUBON,New Jersey,2014,1012.0
AUDUBON2014,AUDUBON,Audubon Junior/Senior High School,2014,92.31,AUDUBON,New Jersey,2014,8727.0
AUDUBON2014,AUDUBON,Audubon Junior/Senior High School,2014,92.31,AUDUBON,New Jersey,2014,1012.0
AUDUBON2014,AUDUBON,Audubon Junior/Senior High School,2014,92.31,AUDUBON,New Jersey,2014,8727.0
AUDUBON2014,AUDUBON,Audubon Junior/Senior High School,2014,92.31,AUDUBON,New Jersey,2014,8727.0
AUDUBON2014,AUDUBON,Audubon Junior/Senior High School,2014,92.31,AUDUBON,New Jersey,2014,1012.0
AUDUBON2014,AUDUBON,Audubon Junior/Senior High School,2014,92.31,AUDUBON,New Jersey,2014,1012.0
AUDUBON2015,AUDUBON,Audubon Junior/Senior High School,2015,91.67,AUDUBON,New Jersey,2015,8728.0
AUDUBON2015,AUDUBON,Audubon Junior/Senior High School,2015,91.67,AUDUBON,New Jersey,2015,1011.0
AUDUBON2015,AUDUBON,Audubon Junior/Senior High School,2015,91.67,AUDUBON,New Jersey,2015,8728.0
AUDUBON2015,AUDUBON,Audubon Junior/Senior High School,2015,91.67,AUDUBON,New Jersey,2015,1011.0
AUDUBON2015,AUDUBON,Audubon Junior/Senior High School,2015,91.67,AUDUBON,New Jersey,2015,8728.0
AUDUBON2015,AUDUBON,Audubon Junior/Senior High School,2015,91.67,AUDUBON,New Jersey,2015,8728.0
AUDUBON2015,AUDUBON,Audubon Junior/Senior High School,2015,91.67,AUDUBON,New Jersey,2015,1011.0
AUDUBON2015,AUDUBON,Audubon Junior/Senior High School,2015,91.67,AUDUBON,New Jersey,2015,1011.0
AUDUBON2016,AUDUBON,Audubon Junior/Senior High School,2016,93.55,AUDUBON,New Jersey,2016,8738.0
AUDUBON2016,AUDUBON,Audubon Junior/Senior High School,2016,93.55,AUDUBON,New Jersey,2016,1013.0
AUDUBON2016,AUDUBON,Audubon Junior/Senior High School,2016,93.55,AUDUBON,New Jersey,2016,8738.0
AUDUBON2016,AUDUBON,Audubon Junior/Senior High School,2016,93.55,AUDUBON,New Jersey,2016,1013.0
AUDUBON2016,AUDUBON,Audubon Junior/Senior High School,2016,93.55,AUDUBON,New Jersey,2016,8738.0
AUDUBON2016,AUDUBON,Audubon Junior/Senior High School,2016,93.55,AUDUBON,New Jersey,2016,8738.0
AUDUBON2016,AUDUBON,Audubon Junior/Senior High School,2016,93.55,AUDUBON,New Jersey,2016,1013.0
AUDUBON2016,AUDUBON,Audubon Junior/Senior High School,2016,93.55,AUDUBON,New Jersey,2016,1013.0
AUDUBON2017,AUDUBON,Audubon Junior/Senior High School,2017,93.33,AUDUBON,New Jersey,2017,8733.0
AUDUBON2017,AUDUBON,Audubon Junior/Senior High School,2017,93.33,AUDUBON,New Jersey,2017,1012.0
AUDUBON2017,AUDUBON,Audubon Junior/Senior High School,2017,93.33,AUDUBON,New Jersey,2017,8733.0
AUDUBON2017,AUDUBON,Audubon Junior/Senior High School,2017,93.33,AUDUBON,New Jersey,2017,1012.0
AUDUBON2017,AUDUBON,Audubon Junior/Senior High School,2017,93.33,AUDUBON,New Jersey,2017,8733.0
AUDUBON2017,AUDUBON,Audubon Junior/Senior High School,2017,93.33,AUDUBON,New Jersey,2017,8733.0
AUDUBON2017,AUDUBON,Audubon Junior/Senior High School,2017,93.33,AUDUBON,New Jersey,2017,1012.0
AUDUBON2017,AUDUBON,Audubon Junior/Senior High School,2017,93.33,AUDUBON,New Jersey,2017,1012.0
Academy2014,Academy,Academy Charter High School,2014,82.35,,,,
Academy2014,Academy,Academy for Urban Leadership Charter School,2014,94.79,,,,
Academy2015,Academy,Academy Charter High School,2015,88.89,,,,
Academy2015,Academy,Academy for Urban Leadership Charter School,2015,94.25,,,,
Academy2016,Academy,Academy Charter High School,2016,91.67,,,,
Academy2016,Academy,Academy for Urban Leadership Charter School,2016,92.31,,,,
Academy2017,Academy,Academy Charter High School,2017,87.8,,,,
Academy2017,Academy,Academy for Urban Leadership Charter School,2017,94.51,,,,
BARNEGAT2014,BARNEGAT,Barnegat High School,2014,89.11,BARNEGAT,New Jersey,2014,584.0
BARNEGAT2014,BARNEGAT,Barnegat High School,2014,89.11,BARNEGAT,New Jersey,2014,584.0
BARNEGAT2014,BARNEGAT,Barnegat High School,2014,89.11,BARNEGAT,New Jersey,2014,21991.0
BARNEGAT2014,BARNEGAT,Barnegat High School,2014,89.11,BARNEGAT,New Jersey,2014,584.0
BARNEGAT2014,BARNEGAT,Barnegat High School,2014,89.11,BARNEGAT,New Jersey,2014,584.0
BARNEGAT2015,BARNEGAT,Barnegat High School,2015,85.77,BARNEGAT,New Jersey,2015,588.0
BARNEGAT2015,BARNEGAT,Barnegat High School,2015,85.77,BARNEGAT,New Jersey,2015,588.0
BARNEGAT2015,BARNEGAT,Barnegat High School,2015,85.77,BARNEGAT,New Jersey,2015,22105.0
BARNEGAT2015,BARNEGAT,Barnegat High School,2015,85.77,BARNEGAT,New Jersey,2015,588.0
BARNEGAT2015,BARNEGAT,Barnegat High School,2015,85.77,BARNEGAT,New Jersey,2015,588.0
BARNEGAT2016,BARNEGAT,Barnegat High School,2016,91.51,BARNEGAT,New Jersey,2016,583.0
BARNEGAT2016,BARNEGAT,Barnegat High School,2016,91.51,BARNEGAT,New Jersey,2016,583.0
BARNEGAT2016,BARNEGAT,Barnegat High School,2016,91.51,BARNEGAT,New Jersey,2016,22286.0
BARNEGAT2016,BARNEGAT,Barnegat High School,2016,91.51,BARNEGAT,New Jersey,2016,583.0
BARNEGAT2016,BARNEGAT,Barnegat High School,2016,91.51,BARNEGAT,New Jersey,2016,583.0
BARNEGAT2017,BARNEGAT,Barnegat High School,2017,87.6,BARNEGAT,New Jersey,2017,587.0
BARNEGAT2017,BARNEGAT,Barnegat High School,2017,87.6,BARNEGAT,New Jersey,2017,587.0
BARNEGAT2017,BARNEGAT,Barnegat High School,2017,87.6,BARNEGAT,New Jersey,2017,22783.0
BARNEGAT2017,BARNEGAT,Barnegat High School,2017,87.6,BARNEGAT,New Jersey,2017,587.0
BARNEGAT2017,BARNEGAT,Barnegat High School,2017,87.6,BARNEGAT,New Jersey,2017,587.0
BAYONNE2014,BAYONNE,Bayonne High School,2014,81.58,BAYONNE,New Jersey,2014,66727.0
BAYONNE2014,BAYONNE,Bayonne High School,2014,81.58,BAYONNE,New Jersey,2014,66727.0
BAYONNE2014,BAYONNE,Bayonne High School,2014,81.58,BAYONNE,New Jersey,2014,66727.0
BAYONNE2014,BAYONNE,Bayonne High School,2014,81.58,BAYONNE,New Jersey,2014,66727.0
BAYONNE2015,BAYONNE,Bayonne High School,2015,81.49,BAYONNE,New Jersey,2015,66825.0
BAYONNE2015,BAYONNE,Bayonne High School,2015,81.49,BAYONNE,New Jersey,2015,66825.0
BAYONNE2015,BAYONNE,Bayonne High School,2015,81.49,BAYONNE,New Jersey,2015,66825.0
BAYONNE2015,BAYONNE,Bayonne High School,2015,81.49,BAYONNE,New Jersey,2015,66825.0
BAYONNE2016,BAYONNE,Bayonne High School,2016,85.78,BAYONNE,New Jersey,2016,67076.0
BAYONNE2016,BAYONNE,Bayonne High School,2016,85.78,BAYONNE,New Jersey,2016,67076.0
BAYONNE2016,BAYONNE,Bayonne High School,2016,85.78,BAYONNE,New Jersey,2016,67076.0
BAYONNE2016,BAYONNE,Bayonne High School,2016,85.78,BAYONNE,New Jersey,2016,67076.0
BAYONNE2017,BAYONNE,Bayonne High School,2017,89.86,BAYONNE,New Jersey,2017,67186.0
BAYONNE2017,BAYONNE,Bayonne High School,2017,89.86,BAYONNE,New Jersey,2017,67186.0
BAYONNE2017,BAYONNE,Bayonne High School,2017,89.86,BAYONNE,New Jersey,2017,67186.0
BAYONNE2017,BAYONNE,Bayonne High School,2017,89.86,BAYONNE,New Jersey,2017,67186.0
BELLEVILLE2014,BELLEVILLE,Belleville High School,2014,76.4,BELLEVILLE,New Jersey,2014,36323.0
BELLEVILLE2015,BELLEVILLE,Belleville High School,2015,91.96,BELLEVILLE,New Jersey,2015,36416.0
BELLEVILLE2016,BELLEVILLE,Belleville High School,2016,85.16,BELLEVILLE,New Jersey,2016,36511.0
BELLEVILLE2017,BELLEVILLE,Belleville High School,2017,85.06,BELLEVILLE,New Jersey,2017,36498.0
BELVIDERE2014,BELVIDERE,BELVIDERE HIGH SCHOOL,2014,93.69,BELVIDERE,New Jersey,2014,2626.0
BELVIDERE2014,BELVIDERE,BELVIDERE HIGH SCHOOL,2014,93.69,BELVIDERE,New Jersey,2014,2626.0
BELVIDERE2014,BELVIDERE,BELVIDERE HIGH SCHOOL,2014,93.69,BELVIDERE,New Jersey,2014,2626.0
BELVIDERE2014,BELVIDERE,BELVIDERE HIGH SCHOOL,2014,93.69,BELVIDERE,New Jersey,2014,2626.0
BELVIDERE2015,BELVIDERE,BELVIDERE HIGH SCHOOL,2015,92.42,BELVIDERE,New Jersey,2015,2621.0
BELVIDERE2015,BELVIDERE,BELVIDERE HIGH SCHOOL,2015,92.42,BELVIDERE,New Jersey,2015,2621.0
BELVIDERE2015,BELVIDERE,BELVIDERE HIGH SCHOOL,2015,92.42,BELVIDERE,New Jersey,2015,2621.0
BELVIDERE2015,BELVIDERE,BELVIDERE HIGH SCHOOL,2015,92.42,BELVIDERE,New Jersey,2015,2621.0
BELVIDERE2016,BELVIDERE,BELVIDERE HIGH SCHOOL,2016,95.41,BELVIDERE,New Jersey,2016,2608.0
BELVIDERE2016,BELVIDERE,BELVIDERE HIGH SCHOOL,2016,95.41,BELVIDERE,New Jersey,2016,2608.0
BELVIDERE2016,BELVIDERE,BELVIDERE HIGH SCHOOL,2016,95.41,BELVIDERE,New Jersey,2016,2608.0
BELVIDERE2016,BELVIDERE,BELVIDERE HIGH SCHOOL,2016,95.41,BELVIDERE,New Jersey,2016,2608.0
BELVIDERE2017,BELVIDERE,BELVIDERE HIGH SCHOOL,2017,94.96,BELVIDERE,New Jersey,2017,2603.0
BELVIDERE2017,BELVIDERE,BELVIDERE HIGH SCHOOL,2017,94.96,BELVIDERE,New Jersey,2017,2603.0
BELVIDERE2017,BELVIDERE,BELVIDERE HIGH SCHOOL,2017,94.96,BELVIDERE,New Jersey,2017,2603.0
BELVIDERE2017,BELVIDERE,BELVIDERE HIGH SCHOOL,2017,94.96,BELVIDERE,New Jersey,2017,2603.0
BERGEN2014,BERGEN,Bergen County Academies,2014,100.0,BERGEN,New Jersey,2014,933348.0
BERGEN2014,BERGEN,Bergen County Technical High School - Teterboro,2014,99.15,BERGEN,New Jersey,2014,933348.0
BERGEN2015,BERGEN,Bergen County Academies,2015,99.46,BERGEN,New Jersey,2015,938255.0
BERGEN2015,BERGEN,Bergen County Technical High School - Teterboro,2015,100.0,BERGEN,New Jersey,2015,938255.0
BERGEN2016,BERGEN,Bergen County Academies,2016,99.6,BERGEN,New Jersey,2016,942387.0
BERGEN2016,BERGEN,Bergen County Technical High School - Teterboro,2016,99.35,BERGEN,New Jersey,2016,942387.0
BERGEN2017,BERGEN,Bergen County Academies,2017,99.22,BERGEN,New Jersey,2017,948406.0
BERGEN2017,BERGEN,Bergen County Technical High School - Teterboro,2017,100.0,BERGEN,New Jersey,2017,948406.0
BERGENFIELD2014,BERGENFIELD,Bergenfield High School,2014,96.85,BERGENFIELD,New Jersey,2014,27592.0
BERGENFIELD2014,BERGENFIELD,Bergenfield High School,2014,96.85,BERGENFIELD,New Jersey,2014,27592.0
BERGENFIELD2014,BERGENFIELD,Bergenfield High School,2014,96.85,BERGENFIELD,New Jersey,2014,27592.0
BERGENFIELD2014,BERGENFIELD,Bergenfield High School,2014,96.85,BERGENFIELD,New Jersey,2014,27592.0
BERGENFIELD2015,BERGENFIELD,Bergenfield High School,2015,97.64,BERGENFIELD,New Jersey,2015,27687.0
BERGENFIELD2015,BERGENFIELD,Bergenfield High School,2015,97.64,BERGENFIELD,New Jersey,2015,27687.0
BERGENFIELD2015,BERGENFIELD,Bergenfield High School,2015,97.64,BERGENFIELD,New Jersey,2015,27687.0
BERGENFIELD2015,BERGENFIELD,Bergenfield High School,2015,97.64,BERGENFIELD,New Jersey,2015,27687.0
BERGENFIELD2016,BERGENFIELD,Bergenfield High School,2016,96.49,BERGENFIELD,New Jersey,2016,27742.0
BERGENFIELD2016,BERGENFIELD,Bergenfield High School,2016,96.49,BERGENFIELD,New Jersey,2016,27742.0
BERGENFIELD2016,BERGENFIELD,Bergenfield High School,2016,96.49,BERGENFIELD,New Jersey,2016,27742.0
BERGENFIELD2016,BERGENFIELD,Bergenfield High School,2016,96.49,BERGENFIELD,New Jersey,2016,27742.0
BERGENFIELD2017,BERGENFIELD,Bergenfield High School,2017,97.32,BERGENFIELD,New Jersey,2017,27927.0
BERGENFIELD2017,BERGENFIELD,Bergenfield High School,2017,97.32,BERGENFIELD,New Jersey,2017,27927.0
BERGENFIELD2017,BERGENFIELD,Bergenfield High School,2017,97.32,BERGENFIELD,New Jersey,2017,27927.0
BERGENFIELD2017,BERGENFIELD,Bergenfield High School,2017,97.32,BERGENFIELD,New Jersey,2017,27927.0
BERKELEY2014,BERKELEY,Governor Livingston High School,2014,98.8,BERKELEY,New Jersey,2014,41624.0
BERKELEY2014,BERKELEY,Governor Livingston High School,2014,98.8,BERKELEY,New Jersey,2014,13532.0
BERKELEY2015,BERKELEY,Governor Livingston High School,2015,97.62,BERKELEY,New Jersey,2015,41720.0
BERKELEY2015,BERKELEY,Governor Livingston High School,2015,97.62,BERKELEY,New Jersey,2015,13566.0
BERKELEY2016,BERKELEY,Governor Livingston High School,2016,98.28,BERKELEY,New Jersey,2016,41739.0
BERKELEY2016,BERKELEY,Governor Livingston High School,2016,98.28,BERKELEY,New Jersey,2016,13672.0
BERKELEY2017,BERKELEY,Governor Livingston High School,2017,96.83,BERKELEY,New Jersey,2017,41747.0
BERKELEY2017,BERKELEY,Governor Livingston High School,2017,96.83,BERKELEY,New Jersey,2017,13759.0
BERNARDS2014,BERNARDS,Ridge High School,2014,98.23,BERNARDS,New Jersey,2014,27072.0
BERNARDS2015,BERNARDS,Ridge High School,2015,98.06,BERNARDS,New Jersey,2015,27026.0
BERNARDS2016,BERNARDS,Ridge High School,2016,97.43,BERNARDS,New Jersey,2016,27034.0
BERNARDS2017,BERNARDS,Ridge High School,2017,97.97,BERNARDS,New Jersey,2017,27061.0
BLACK2014,BLACK,Highland Regional High School,2014,88.65,,,,
BLACK2014,BLACK,Timber Creek Regional High School,2014,91.24,,,,
BLACK2014,BLACK,Triton Regional High School,2014,84.44,,,,
BLACK2015,BLACK,Highland Regional High School,2015,86.05,,,,
BLACK2015,BLACK,Timber Creek Regional High School,2015,92.47,,,,
BLACK2015,BLACK,Triton Regional High School,2015,86.43,,,,
BLACK2016,BLACK,Highland Regional High School,2016,86.55,,,,
BLACK2016,BLACK,Timber Creek Regional High School,2016,89.07,,,,
BLACK2016,BLACK,Triton Regional High School,2016,91.95,,,,
BLACK2017,BLACK,Highland Regional High School,2017,92.94,,,,
BLACK2017,BLACK,Timber Creek Regional High School,2017,89.69,,,,
BLACK2017,BLACK,Triton Regional High School,2017,89.44,,,,
BLOOMFIELD2014,BLOOMFIELD,BLOOMFIELD HIGH SCHOOL,2014,89.47,BLOOMFIELD,New Jersey,2014,48132.0
BLOOMFIELD2015,BLOOMFIELD,BLOOMFIELD HIGH SCHOOL,2015,89.98,BLOOMFIELD,New Jersey,2015,48491.0
BLOOMFIELD2016,BLOOMFIELD,BLOOMFIELD HIGH SCHOOL,2016,89.8,BLOOMFIELD,New Jersey,2016,48940.0
BLOOMFIELD2017,BLOOMFIELD,BLOOMFIELD HIGH SCHOOL,2017,91.27,BLOOMFIELD,New Jersey,2017,50970.0
BOGOTA2014,BOGOTA,Bogota Jr./Sr. High School,2014,94.74,BOGOTA,New Jersey,2014,8357.0
BOGOTA2014,BOGOTA,Bogota Jr./Sr. High School,2014,94.74,BOGOTA,New Jersey,2014,8357.0
BOGOTA2014,BOGOTA,Bogota Jr./Sr. High School,2014,94.74,BOGOTA,New Jersey,2014,8357.0
BOGOTA2014,BOGOTA,Bogota Jr./Sr. High School,2014,94.74,BOGOTA,New Jersey,2014,8357.0
BOGOTA2015,BOGOTA,Bogota Jr./Sr. High School,2015,88.0,BOGOTA,New Jersey,2015,8394.0
BOGOTA2015,BOGOTA,Bogota Jr./Sr. High School,2015,88.0,BOGOTA,New Jersey,2015,8394.0
BOGOTA2015,BOGOTA,Bogota Jr./Sr. High School,2015,88.0,BOGOTA,New Jersey,2015,8394.0
BOGOTA2015,BOGOTA,Bogota Jr./Sr. High School,2015,88.0,BOGOTA,New Jersey,2015,8394.0
BOGOTA2016,BOGOTA,Bogota Jr./Sr. High School,2016,92.71,BOGOTA,New Jersey,2016,8536.0
BOGOTA2016,BOGOTA,Bogota Jr./Sr. High School,2016,92.71,BOGOTA,New Jersey,2016,8536.0
BOGOTA2016,BOGOTA,Bogota Jr./Sr. High School,2016,92.71,BOGOTA,New Jersey,2016,8536.0
BOGOTA2016,BOGOTA,Bogota Jr./Sr. High School,2016,92.71,BOGOTA,New Jersey,2016,8536.0
BOGOTA2017,BOGOTA,Bogota Jr./Sr. High School,2017,92.71,BOGOTA,New Jersey,2017,8567.0
BOGOTA2017,BOGOTA,Bogota Jr./Sr. High School,2017,92.71,BOGOTA,New Jersey,2017,8567.0
BOGOTA2017,BOGOTA,Bogota Jr./Sr. High School,2017,92.71,BOGOTA,New Jersey,2017,8567.0
