COUNTY_CODE,COUNTY_NAME,DISTRICT_CODE,DISTRICT_NAME,SCHOOL_CODE,SCHOOL_NAME,SUBGROUP,2017 Adjusted Cohort Grad Rate,2016 Adjusted Cohort Grad Rate,2015 Adjusted Cohort Grad Rate,2014 Adjusted Cohort Grad Rate
13,ESSEX,5630,WEST ESSEX REGIONAL,050,West Essex High School,S,96.44,97.79,98.45,97.43
13,ESSEX,5630,WEST ESSEX REGIONAL,999,,D,96.44,97.79,98.45,97.43
13,ESSEX,5680,WEST ORANGE TOWN,050,West Orange High School,S,86.67,84.88,85.94,85.16
13,ESSEX,5680,WEST ORANGE TOWN,999,,D,86.67,84.88,85.94,85.16
15,GLOUCESTER,0860,CLAYTON BORO,030,CLAYTON HIGH SCHOOL,S,90.00,92.38,88.64,82.98
15,GLOUCESTER,0860,CLAYTON BORO,999,,D,90.00,92.38,88.64,82.98
15,GLOUCESTER,0870,CLEARVIEW REGIONAL,020,Clearview Regional High School,S,93.19,96.36,95.01,94.98
15,GLOUCESTER,0870,CLEARVIEW REGIONAL,999,,D,93.19,96.36,95.01,94.98
15,GLOUCESTER,1100,DEPTFORD TWP,040,Deptford Township High School,S,92.05,84.34,88.81,85.29
15,GLOUCESTER,1100,DEPTFORD TWP,999,,D,92.05,84.34,88.81,85.29
15,GLOUCESTER,1715,GATEWAY REGIONAL,050,Gateway Regional High School,S,94.32,92.57,82.95,85.71
15,GLOUCESTER,1715,GATEWAY REGIONAL,999,,D,94.32,92.57,82.95,85.71
15,GLOUCESTER,1730,GLASSBORO,050,Glassboro High School,S,94.29,88.54,89.27,92.00
15,GLOUCESTER,1730,GLASSBORO,999,,D,94.29,88.54,89.27,92.00
15,GLOUCESTER,1775,GLOUCESTER CO VOCATIONAL,010,Gloucester County Institute of Technology,S,97.78,99.12,97.94,97.74
15,GLOUCESTER,1775,GLOUCESTER CO VOCATIONAL,999,,D,97.78,99.12,97.94,97.74
15,GLOUCESTER,2440,KINGSWAY REGIONAL,050,Kingsway Regional High School,S,95.90,93.85,94.99,95.15
15,GLOUCESTER,2440,KINGSWAY REGIONAL,999,,D,95.90,93.85,94.99,95.15
15,GLOUCESTER,3280,MONROE TWP,050,WILLIAMSTOWN HIGH SCHOOL,S,89.14,91.08,88.34,87.22
15,GLOUCESTER,3280,MONROE TWP,999,,D,89.14,91.08,88.34,87.22
15,GLOUCESTER,4020,PAULSBORO BORO,050,Paulsboro High School,S,87.88,76.47,85.29,83.84
15,GLOUCESTER,4020,PAULSBORO BORO,999,,D,87.88,76.47,85.29,83.84
15,GLOUCESTER,4140,PITMAN BORO,050,PITMAN HIGH SCHOOL,S,94.12,92.59,89.38,94.64
15,GLOUCESTER,4140,PITMAN BORO,999,,D,94.12,92.59,89.38,94.64
15,GLOUCESTER,4940,DELSEA REGIONAL H.S DIST.,050,Delsea Regional High School,S,94.90,93.02,92.36,90.54
15,GLOUCESTER,4940,DELSEA REGIONAL H.S DIST.,999,,D,94.90,93.02,92.36,90.54
15,GLOUCESTER,5500,WASHINGTON TWP,010,WASHINGTON TOWNSHIP HIGH SCHOOL,S,94.50,93.05,94.08,92.31
15,GLOUCESTER,5500,WASHINGTON TWP,999,,D,94.50,93.05,94.08,92.31
15,GLOUCESTER,5620,WEST DEPTFORD TWP,050,West Deptford High School,S,93.50,91.46,96.19,91.33
15,GLOUCESTER,5620,WEST DEPTFORD TWP,999,,D,93.50,91.46,96.19,91.33
15,GLOUCESTER,5860,WOODBURY CITY,050,Woodbury Jr-Sr High School,S,86.61,89.47,82.22,86.18
15,GLOUCESTER,5860,WOODBURY CITY,999,,D,86.61,89.47,82.22,86.18
17,HUDSON,0220,BAYONNE CITY,020,Bayonne High School,S,89.86,85.78,81.49,81.58
17,HUDSON,0220,BAYONNE CITY,999,,D,86.20,85.78,81.49,81.58
17,HUDSON,2060,HARRISON TOWN,050,Harrison High School,S,91.94,94.57,91.71,90.48
17,HUDSON,2060,HARRISON TOWN,999,,D,91.94,94.57,91.71,90.48
17,HUDSON,2210,HOBOKEN CITY,005,Hoboken High School,S,89.92,86.01,83.33,86.78
17,HUDSON,2210,HOBOKEN CITY,999,,D,89.92,86.01,83.33,86.78
17,HUDSON,2295,HUDSON COUNTY VOCATIONAL,030,County Prep High School,S,99.41,99.44,100.00,100.00
17,HUDSON,2295,HUDSON COUNTY VOCATIONAL,050,High Tech High School,S,99.01,99.46,99.43,99.36
17,HUDSON,2295,HUDSON COUNTY VOCATIONAL,301,Knowledge Advanced Skills,S,60.87,23.08,,
17,HUDSON,2295,HUDSON COUNTY VOCATIONAL,304,Academy of Technology Design,S,100.00,100.00,,
17,HUDSON,2295,HUDSON COUNTY VOCATIONAL,999,,D,97.29,92.74,85.48,77.66
17,HUDSON,2390,JERSEY CITY,002,Infinity Institute,S,100.00,100.00,100.00,-
17,HUDSON,2390,JERSEY CITY,050,Henry Snyder High School,S,60.00,50.96,56.51,41.84
17,HUDSON,2390,JERSEY CITY,060,James J Ferris High School,S,81.17,75.00,71.21,66.67
17,HUDSON,2390,JERSEY CITY,070,Lincoln High School,S,63.90,69.23,61.26,55.08
17,HUDSON,2390,JERSEY CITY,075,Dr Ronald McNair High School,S,100.00,100.00,100.00,98.73
17,HUDSON,2390,JERSEY CITY,080,William L Dickinson High School,S,78.45,78.16,77.04,73.01
17,HUDSON,2390,JERSEY CITY,082,Liberty High School,S,100.00,100.00,96.00,89.58
17,HUDSON,2390,JERSEY CITY,999,,D,77.50,74.85,73.68,67.15
17,HUDSON,2410,KEARNY TOWN,050,Kearny High School,S,91.85,90.04,90.36,92.41
17,HUDSON,2410,KEARNY TOWN,999,,D,91.85,90.04,90.36,92.41
17,HUDSON,3610,NORTH BERGEN TWP,050,North Bergen High School,S,85.41,82.69,86.16,84.18
17,HUDSON,3610,NORTH BERGEN TWP,999,,D,85.41,82.69,86.16,84.18
17,HUDSON,4730,SECAUCUS TOWN,050,SECAUCUS HIGH SCHOOL,S,98.52,94.03,97.08,93.88
17,HUDSON,4730,SECAUCUS TOWN,999,,D,98.52,94.03,97.08,93.88
17,HUDSON,5240,UNION CITY,055,Union City High School,S,85.39,79.56,87.47,80.63
17,HUDSON,5240,UNION CITY,999,,D,85.39,79.56,87.47,80.63
17,HUDSON,5580,WEEHAWKEN TWP,050,Weehawken High School,S,97.92,90.24,85.19,81.33
17,HUDSON,5580,WEEHAWKEN TWP,999,,D,97.92,90.24,85.19,81.33
17,HUDSON,5670,WEST NEW YORK TOWN,050,Memorial High School,S,79.14,82.72,84.70,84.58
17,HUDSON,5670,WEST NEW YORK TOWN,999,,D,79.14,82.72,84.70,84.58
19,HUNTERDON,1050,DELAWARE VALLEY REGIONAL,040,DELAWARE VALLEY REGIONAL HIGH SCHOOL,S,94.23,97.41,95.02,96.53
19,HUNTERDON,1050,DELAWARE VALLEY REGIONAL,999,,D,94.23,97.41,95.02,96.53
19,HUNTERDON,1376,SOUTH HUNTERDON REGIONAL SCHOOL DISTRICT,050,SOUTH HUNTERDON HIGH SCHOOL,S,100.00,98.73,100.00,
19,HUNTERDON,1376,SOUTH HUNTERDON REGIONAL SCHOOL DISTRICT,999,,D,100.00,98.73,100.00,
19,HUNTERDON,2300,HUNTERDON CENTRAL REG,050,Hunterdon Central Regional High School District,S,96.13,96.41,94.70,95.04
19,HUNTERDON,2300,HUNTERDON CENTRAL REG,999,,D,96.13,96.41,94.70,95.04
19,HUNTERDON,3660,N HUNT/VOORHEES REGIONAL,050,North Hunterdon High School,S,97.28,97.40,97.41,96.96
19,HUNTERDON,3660,N HUNT/VOORHEES REGIONAL,060,Voorhees High School,S,97.05,96.09,96.27,95.62
19,HUNTERDON,3660,N HUNT/VOORHEES REGIONAL,999,,D,97.19,96.88,96.99,96.41
21,MERCER,1245,EAST WINDSOR REGIONAL,050,HIGHTSTOWN HIGH SCHOOL,S,94.00,91.89,93.09,87.64
21,MERCER,1245,EAST WINDSOR REGIONAL,999,,D,94.00,91.89,93.09,87.64
21,MERCER,1430,EWING TWP,050,Ewing High School,S,91.51,88.85,89.63,91.45
21,MERCER,1430,EWING TWP,999,,D,91.51,88.85,89.63,91.45
21,MERCER,1950,HAMILTON TWP,050,HAMILTON EAST - STEINERT,S,96.89,94.96,95.18,94.16
21,MERCER,1950,HAMILTON TWP,055,HAMILTON NORTH-NOTTINGHAM,S,88.05,91.37,88.79,87.53
21,MERCER,1950,HAMILTON TWP,060,HAMILTON WEST-WATSON,S,90.03,90.60,89.43,88.70
21,MERCER,1950,HAMILTON TWP,999,,D,91.41,92.39,91.15,90.19
21,MERCER,2280,HOPEWELL VALLEY REGIONAL,030,Hopewell Valley Central High School,S,97.56,97.20,96.88,97.32
21,MERCER,2280,HOPEWELL VALLEY REGIONAL,999,,D,97.56,97.20,96.88,97.32
21,MERCER,2580,LAWRENCE TWP,040,Lawrence High School,S,94.39,95.12,95.15,90.91
21,MERCER,2580,LAWRENCE TWP,999,,D,94.39,95.12,95.15,90.91
21,MERCER,3105,MERCER COUNTY VOCATIONAL,030,MCVS ASSUNPINK CENTER SHARED TIME/RUBINO,S,44.44,60.00,74.42,-
21,MERCER,3105,MERCER COUNTY VOCATIONAL,040,MCVS Arthur R. Sypek Center,S,-,,,
21,MERCER,3105,MERCER COUNTY VOCATIONAL,301,Academy/Full-time Programs,S,100.00,,,
21,MERCER,3105,MERCER COUNTY VOCATIONAL,999,,D,64.86,60.00,74.42,-
21,MERCER,4255,PRINCETON REGIONAL,050,Princeton High School,S,97.45,94.85,98.89,95.47
21,MERCER,4255,PRINCETON PUBLIC SCHOOLS,999,,D,97.45,94.85,98.89,95.47
21,MERCER,5210,TRENTON CITY,030,Daylight/Twilight High School,S,34.43,27.27,29.10,14.29
21,MERCER,5210,TRENTON CITY,050,Trenton Central High School - Main Campus,S,81.73,83.25,79.66,67.23
21,MERCER,5210,TRENTON CITY,051,Trenton Central High School - West Campus,S,85.71,91.81,83.67,83.80
21,MERCER,5210,TRENTON PUBLIC SCHOOL DISTRICT,999,,D,70.14,66.55,68.63,52.95
21,MERCER,5510,ROBBINSVILLE TWP,030,Robbinsville High School,S,97.36,98.25,97.84,96.48
21,MERCER,5510,ROBBINSVILLE,999,,D,97.36,98.25,97.84,96.48
21,MERCER,5715,W WINDSOR-PLAINSBORO REG,020,West Windsor-Plainsboro High School South,S,96.67,97.03,98.60,96.85
21,MERCER,5715,W WINDSOR-PLAINSBORO REG,025,West Windsor-Plainsboro High School North,S,94.08,98.40,98.58,97.26
21,MERCER,5715,W WINDSOR-PLAINSBORO REG,999,,D,95.48,97.72,98.59,97.06
23,MIDDLESEX,0750,CARTERET BORO,030,Carteret High School,S,82.37,88.32,83.59,86.71
23,MIDDLESEX,0750,CARTERET BORO,999,,D,82.37,88.32,83.59,86.71
23,MIDDLESEX,1140,DUNELLEN BORO,040,Dunellen High School,S,90.70,83.54,90.72,87.64
23,MIDDLESEX,1140,DUNELLEN BORO,999,,D,90.70,83.54,90.72,87.64
23,MIDDLESEX,1170,EAST BRUNSWICK TWP,050,East Brunswick High School,S,96.86,97.17,96.26,96.59
23,MIDDLESEX,1170,EAST BRUNSWICK TWP,999,,D,96.86,97.17,96.26,96.59
23,MIDDLESEX,1290,EDISON TWP,050,Edison High School,S,92.84,89.76,90.22,90.51
23,MIDDLESEX,1290,EDISON TWP,053,John P. Stevens High School,S,95.83,97.71,97.48,97.50
23,MIDDLESEX,1290,EDISON TWP,999,,D,94.42,93.79,93.90,94.18
23,MIDDLESEX,2150,HIGHLAND PARK BORO,050,HIGHLAND PARK HIGH SCHOOL,S,93.48,93.70,92.16,90.27
23,MIDDLESEX,2150,HIGHLAND PARK BORO,999,,D,93.48,93.70,92.16,90.27
23,MIDDLESEX,3120,METUCHEN BORO,050,Metuchen High School,S,96.86,95.65,96.20,94.83
23,MIDDLESEX,3120,METUCHEN BORO,999,,D,96.86,95.65,96.20,94.83
23,MIDDLESEX,3140,MIDDLESEX BORO,050,Middlesex High School,S,96.67,88.27,90.50,88.51
23,MIDDLESEX,3140,MIDDLESEX BORO,999,,D,96.67,88.27,90.50,88.51
23,MIDDLESEX,3150,MIDDLESEX CO VOCATIONAL,010,Middlesex County Voc Academy Math Science &Engineering Techn,S,100.00,100.00,100.00,97.67
23,MIDDLESEX,3150,MIDDLESEX CO VOCATIONAL,040,Middlesex County Vocational School  East  Brunswick,S,98.99,98.84,85.53,90.00
23,MIDDLESEX,3150,MIDDLESEX CO VOCATIONAL,060,Middlesex County Vocational School Perth Amboy,S,95.59,86.57,91.43,98.53
23,MIDDLESEX,3150,MIDDLESEX CO VOCATIONAL,065,Middlesex County Vocational School Piscataway,S,97.18,95.51,96.10,88.89
23,MIDDLESEX,3150,MIDDLESEX CO VOCATIONAL,070,Middlesex County Voc Acad Allied Health & Biomedical Science,S,100.00,98.51,97.87,100.00
23,MIDDLESEX,3150,MIDDLESEX CO VOCATIONAL,300,Middlesex Co Voc School Piscataway School of Career Develop,S,92.86,85.11,,
23,MIDDLESEX,3150,MIDDLESEX CO VOCATIONAL,301,Middlesex Co Voc School East Bruns. School of Career Develop,S,95.31,92.42,,
23,MIDDLESEX,3150,MIDDLESEX CO VOCATIONAL,999,,D,97.32,94.18,93.10,93.43
23,MIDDLESEX,3290,MONROE TWP,005,Monroe Township High School,S,95.95,94.86,93.39,94.46
23,MIDDLESEX,3290,MONROE TWP,999,,D,95.95,94.86,93.39,94.46
23,MIDDLESEX,3530,NEW BRUNSWICK CITY,050,New Brunswick High School,S,68.74,69.50,68.50,62.98
23,MIDDLESEX,3530,NEW BRUNSWICK CITY,999,,D,68.74,69.50,68.50,62.98
23,MIDDLESEX,3620,NORTH BRUNSWICK TWP,040,North Brunswick Township High School,S,80.89,87.23,84.35,88.79
23,MIDDLESEX,3620,NORTH BRUNSWICK TWP,999,,D,80.89,87.23,84.35,88.79
23,MIDDLESEX,3845,OLD BRIDGE TWP,040,Old Bridge High School,S,94.21,95.35,93.06,94.10
23,MIDDLESEX,3845,OLD BRIDGE TWP,999,,D,94.21,95.35,93.06,94.10
23,MIDDLESEX,4090,PERTH AMBOY CITY,050,Perth Amboy High School,S,75.86,71.74,73.38,59.73
23,MIDDLESEX,4090,PERTH AMBOY CITY,999,,D,75.86,71.74,73.38,59.73
23,MIDDLESEX,4130,PISCATAWAY TWP,050,Piscataway Township High School,S,92.12,90.33,91.94,89.27
23,MIDDLESEX,4130,PISCATAWAY TWP,999,,D,92.12,90.33,91.94,89.27
23,MIDDLESEX,4660,SAYREVILLE BORO,050,Sayreville War Memorial High School,S,89.95,90.74,89.87,90.02
23,MIDDLESEX,4660,SAYREVILLE BORO,999,,D,89.95,90.74,89.87,90.02
23,MIDDLESEX,4830,SOUTH AMBOY CITY,030,South Amboy Middle/High School,S,88.00,85.92,85.19,91.11
23,MIDDLESEX,4830,SOUTH AMBOY CITY,999,,D,88.00,85.92,85.19,91.11
23,MIDDLESEX,4860,SOUTH BRUNSWICK TWP,050,South Brunswick High School,S,95.78,96.61,95.83,95.56
23,MIDDLESEX,4860,SOUTH BRUNSWICK TWP,999,,D,95.78,96.61,95.83,95.56
23,MIDDLESEX,4910,SOUTH PLAINFIELD BORO,050,South Plainfield High School,S,92.22,95.54,95.49,94.16
23,MIDDLESEX,4910,SOUTH PLAINFIELD BORO,999,,D,92.22,95.54,95.49,94.16
23,MIDDLESEX,4920,SOUTH RIVER BORO,050,South River High School,S,86.45,88.39,92.05,90.12
23,MIDDLESEX,4920,SOUTH RIVER BORO,999,,D,86.45,88.39,92.05,90.12
23,MIDDLESEX,4970,SPOTSWOOD BORO,040,Spotswood High School,S,94.58,95.65,95.03,93.47
23,MIDDLESEX,4970,SPOTSWOOD BORO,999,,D,94.58,95.65,95.03,93.47
23,MIDDLESEX,5850,WOODBRIDGE TWP,020,COLONIA HIGH SCHOOL,S,94.13,92.66,93.15,94.01
23,MIDDLESEX,5850,WOODBRIDGE TWP,040,JOHN F. KENNEDY HIGH SCHOOL,S,93.27,94.71,93.19,96.09
23,MIDDLESEX,5850,WOODBRIDGE TWP,050,WOODBRIDGE HIGH SCHOOL,S,89.88,89.41,89.24,88.56
23,MIDDLESEX,5850,WOODBRIDGE TWP,999,,D,92.28,92.19,91.82,92.82
25,MONMOUTH,0100,ASBURY PARK CITY,010,Asbury Park High School,S,71.05,73.12,66.04,49.26
25,MONMOUTH,0100,ASBURY PARK CITY,999,,D,71.05,73.12,66.04,49.26
25,MONMOUTH,1650,FREEHOLD REGIONAL,010,Colts Neck High School,S,93.16,93.00,93.42,96.67
25,MONMOUTH,1650,FREEHOLD REGIONAL,050,Freehold Borough High School,S,94.46,92.68,91.34,92.82
25,MONMOUTH,1650,FREEHOLD REGIONAL,055,Freehold Township High School,S,92.77,94.99,93.25,95.43
25,MONMOUTH,1650,FREEHOLD REGIONAL,060,Howell High School,S,97.90,98.46,96.88,97.09
25,MONMOUTH,1650,FREEHOLD REGIONAL,070,Manalapan High School,S,98.20,96.91,97.89,97.06
25,MONMOUTH,1650,FREEHOLD REGIONAL,080,Marlboro High School,S,97.80,96.67,97.51,97.80
25,MONMOUTH,1650,FREEHOLD REGIONAL,999,,D,95.78,95.77,95.29,96.23
25,MONMOUTH,2105,HAZLET TWP,050,Raritan High School,S,98.73,98.71,96.27,97.71
25,MONMOUTH,2105,HAZLET TWP,999,,D,98.73,98.71,96.27,97.71
25,MONMOUTH,2120,HENRY HUDSON REGIONAL,050,Henry Hudson Regional School,S,94.12,86.84,93.33,85.48
25,MONMOUTH,2120,HENRY HUDSON REGIONAL,999,,D,94.12,86.84,93.33,85.48
25,MONMOUTH,2230,HOLMDEL TWP,020,Holmdel High School,S,97.60,96.80,97.75,98.17
25,MONMOUTH,2230,HOLMDEL TWP,999,,D,97.60,96.80,97.75,98.17
25,MONMOUTH,2400,KEANSBURG BORO,010,Keansburg High School,S,81.74,81.05,87.76,80.41
25,MONMOUTH,2400,KEANSBURG BORO,999,,D,81.74,81.05,87.76,80.41
25,MONMOUTH,2430,KEYPORT BORO,050,Keyport High School,S,87.04,85.16,85.98,80.67
25,MONMOUTH,2430,KEYPORT BORO,999,,D,87.04,85.16,85.98,80.67
25,MONMOUTH,2770,LONG BRANCH CITY,050,Long Branch High School,S,92.11,90.80,92.19,94.42
25,MONMOUTH,2770,LONG BRANCH CITY,999,,D,92.11,90.80,92.19,94.42
25,MONMOUTH,2930,MANASQUAN BORO,050,Manasquan High School,S,94.53,94.85,93.62,91.34
25,MONMOUTH,2930,MANASQUAN BORO,999,,D,94.53,94.85,93.62,91.34
25,MONMOUTH,3040,MATAWAN-ABERDEEN REGIONAL,050,Matawan Regional High School,S,92.11,89.34,91.14,91.06
25,MONMOUTH,3040,MATAWAN-ABERDEEN REGIONAL,999,,D,92.11,89.34,91.14,91.06
25,MONMOUTH,3160,MIDDLETOWN TWP,050,Middletown High School North,S,91.27,96.55,94.32,94.49
25,MONMOUTH,3160,MIDDLETOWN TWP,053,Middletown High School South,S,94.94,97.54,93.46,92.10
25,MONMOUTH,3160,MIDDLETOWN TWP,999,,D,93.00,97.04,93.90,93.29
25,MONMOUTH,3260,MONMOUTH CO VOCATIONAL,004,Communications High School,S,100.00,100.00,100.00,100.00
25,MONMOUTH,3260,MONMOUTH CO VOCATIONAL,010,HIGH TECHNOLOGY HIGH SCHOOL,S,100.00,98.44,98.41,100.00
25,MONMOUTH,3260,MONMOUTH CO VOCATIONAL,020,MARINE ACADEMY OF SCIENCE AND TECHNOLOGY,S,95.95,94.29,96.61,97.30
25,MONMOUTH,3260,MONMOUTH CO VOCATIONAL,025,ACADEMY OF ALLIED HEALTH AND SCIENCE,S,100.00,100.00,100.00,100.00
25,MONMOUTH,3260,MONMOUTH CO VOCATIONAL,028,BIOTECHNOLOGY HIGH SCHOOL,S,100.00,100.00,100.00,100.00
25,MONMOUTH,3260,MONMOUTH CO VOCATIONAL,050,MONMOUTH COUNTY VOCATIONAL TECHNICAL HIGH SCHOOL,S,-,,,
25,MONMOUTH,3260,MONMOUTH CO VOCATIONAL,301,Academy of Law & Public Safety,S,100.00,97.30,,
25,MONMOUTH,3260,MONMOUTH CO VOCATIONAL,999,,D,99.04,95.49,96.81,96.60
25,MONMOUTH,3270,MONMOUTH REGIONAL,050,Monmouth Regional High School,S,92.72,95.51,94.26,94.00
25,MONMOUTH,3270,MONMOUTH REGIONAL,999,,D,92.72,95.51,94.26,94.00
25,MONMOUTH,3510,NEPTUNE TWP,050,NEPTUNE HIGH SCHOOL,S,80.35,84.46,80.73,78.33
25,MONMOUTH,3510,NEPTUNE TWP,999,,D,80.35,84.46,80.73,78.33
25,MONMOUTH,3810,OCEAN TWP,030,Ocean Township High School,S,93.46,90.96,94.14,95.20
25,MONMOUTH,3810,OCEAN TWP,999,,D,93.46,90.96,94.14,95.20
25,MONMOUTH,4365,RED BANK REGIONAL,050,RED BANK REGIONAL HIGH SCHOOL,S,96.37,96.44,96.01,94.10
25,MONMOUTH,4365,RED BANK REGIONAL,999,,D,96.37,96.44,96.01,94.10
25,MONMOUTH,4580,RUMSON-FAIR HAVEN REG,050,RUMSON-FAIR HAVEN REGIONAL HIGH SCHOOL,S,96.55,99.58,98.40,98.76
25,MONMOUTH,4580,RUMSON-FAIR HAVEN REG,999,,D,96.55,99.58,98.40,98.76
25,MONMOUTH,4760,SHORE REGIONAL,050,SHORE REGIONAL HIGH SCHOOL,S,93.87,96.36,98.15,98.25
25,MONMOUTH,4760,SHORE REGIONAL,999,,D,93.87,96.36,98.15,98.25
25,MONMOUTH,5310,UPPER FREEHOLD REGIONAL,050,Allentown High School,S,97.59,95.08,95.76,95.19
25,MONMOUTH,5310,UPPER FREEHOLD REGIONAL,999,,D,97.59,95.08,95.76,95.19
25,MONMOUTH,5420,WALL TWP,050,Wall High School,S,95.16,98.53,93.73,95.92
25,MONMOUTH,5420,WALL TWP,999,,D,95.16,98.53,93.73,95.92
27,MORRIS,0450,BOONTON TOWN,020,Boonton High School,S,95.71,95.14,95.92,94.16
27,MORRIS,0450,BOONTON TOWN,999,,D,95.71,95.14,95.92,94.16
27,MORRIS,0630,BUTLER BORO,020,Butler High School,S,94.12,90.43,90.43,88.50
27,MORRIS,0630,BUTLER BORO,999,,D,94.12,90.43,90.43,88.50
27,MORRIS,0785,SCH DIST OF THE CHATHAMS,010,Chatham High School,S,99.09,98.28,97.64,99.31
27,MORRIS,0785,SCH DIST OF THE CHATHAMS,999,,D,99.09,98.28,97.64,99.31
27,MORRIS,1110,DOVER TOWN,040,Dover High School,S,87.85,85.27,84.51,84.11
27,MORRIS,1110,DOVER TOWN,999,,D,87.85,85.27,84.51,84.11
27,MORRIS,1990,HANOVER PARK REGIONAL,050,Hanover Park High School,S,96.40,97.52,96.68,97.20
27,MORRIS,1990,HANOVER PARK REGIONAL,070,Whippany Park High School,S,98.90,97.83,97.78,96.57
27,MORRIS,1990,HANOVER PARK REGIONAL,999,,D,97.52,97.65,97.19,96.92
27,MORRIS,2380,JEFFERSON TWP,020,Jefferson Township High School,S,93.33,94.07,91.32,93.17
27,MORRIS,2380,JEFFERSON TWP,999,,D,93.33,94.07,91.32,93.17
27,MORRIS,2460,KINNELON BORO,050,Kinnelon High School,S,97.62,97.60,98.90,97.30
27,MORRIS,2460,KINNELON BORO,999,,D,97.62,97.60,98.90,97.30
27,MORRIS,2870,MADISON BORO,050,Madison High School,S,97.04,96.85,97.56,95.96
27,MORRIS,2870,MADISON BORO,999,,D,97.04,96.85,97.56,95.96
27,MORRIS,3340,MONTVILLE TWP,010,Montville Township High School,S,99.01,97.51,94.91,98.89
27,MORRIS,3340,MONTVILLE TWP,999,,D,99.01,97.51,94.91,98.89
27,MORRIS,3365,MORRIS COUNTY VOCATIONAL,010,Academy for Law and Public Safety,S,92.86,-,,
27,MORRIS,3365,MORRIS COUNTY VOCATIONAL,020,Academy for Mathematics Science and Engineering,S,100.00,-,-,-
27,MORRIS,3365,MORRIS COUNTY VOCATIONAL,050,Morris County School of Technology,S,99.36,99.32,99.26,100.00
27,MORRIS,3365,MORRIS COUNTY VOCATIONAL,999,,D,98.98,99.45,98.82,100.00
27,MORRIS,3370,MORRIS HILLS REGIONAL,050,Morris Hills High School,S,90.09,94.17,94.18,90.94
27,MORRIS,3370,MORRIS HILLS REGIONAL,060,Morris Knolls High School,S,92.84,92.43,92.33,92.35
27,MORRIS,3370,MORRIS HILLS REGIONAL,999,,D,91.64,93.21,93.06,91.73
27,MORRIS,3385,MORRIS SCHOOL DISTRICT,050,MORRISTOWN HIGH SCHOOL,S,87.15,86.53,92.89,88.94
27,MORRIS,3385,MORRIS SCHOOL DISTRICT,999,,D,87.15,86.53,92.89,88.94
27,MORRIS,3450,MOUNT OLIVE TWP,010,Mount Olive High School,S,94.17,93.70,91.76,91.15
27,MORRIS,3450,MOUNT OLIVE TWP,999,,D,94.17,93.70,91.76,91.15
27,MORRIS,3460,MOUNTAIN LAKES BORO,050,Mountain Lakes High School,S,95.36,94.44,96.13,98.81
27,MORRIS,3460,MOUNTAIN LAKES BORO,999,,D,95.36,94.44,96.13,98.81
27,MORRIS,3950,PARSIPPANY-TROY HILLS TWP,050,Parsippany High School,S,92.72,95.69,95.76,90.81
27,MORRIS,3950,PARSIPPANY-TROY HILLS TWP,053,Parsippany Hills High School,S,96.27,96.17,97.59,98.98
27,MORRIS,3950,PARSIPPANY-TROY HILLS TWP,999,,D,94.52,95.93,96.77,95.04
27,MORRIS,4080,PEQUANNOCK TWP,050,Pequannock Township High School,S,95.11,96.60,96.52,97.74
27,MORRIS,4080,PEQUANNOCK TWP,999,,D,95.11,96.60,96.52,97.74
27,MORRIS,4330,RANDOLPH TWP,050,Randolph High School,S,99.19,97.45,98.40,98.25
27,MORRIS,4330,RANDOLPH TWP,999,,D,99.19,97.45,98.40,98.25
27,MORRIS,4560,ROXBURY TWP,050,Roxbury High School,S,93.27,93.75,94.59,94.13
27,MORRIS,4560,ROXBURY TWP,999,,D,93.27,93.75,94.59,94.13
27,MORRIS,5660,WEST MORRIS REGIONAL,030,WEST MORRIS CENTRAL HIGH SCHOOL,S,96.79,98.42,98.18,98.30
27,MORRIS,5660,WEST MORRIS REGIONAL,050,WEST MORRIS MENDHAM HIGH SCHOOL,S,97.25,97.52,96.96,97.98
27,MORRIS,5660,WEST MORRIS REGIONAL,999,,D,97.03,97.94,97.54,98.14
29,OCEAN,0185,BARNEGAT TWP,030,Barnegat High School,S,87.60,91.51,85.77,89.11
29,OCEAN,0185,BARNEGAT TWP,999,,D,87.60,91.51,85.77,89.11
29,OCEAN,0530,BRICK TWP,020,Brick Township High School,S,90.12,89.73,87.59,86.87
29,OCEAN,0530,BRICK TWP,025,Brick Township Memorial High School,S,91.54,91.55,91.76,90.20
29,OCEAN,0530,BRICK TWP,999,,D,90.90,90.72,89.84,88.64
29,OCEAN,0770,CENTRAL REGIONAL,030,Central Regional High School,S,86.52,87.11,84.06,85.76
29,OCEAN,0770,CENTRAL REGIONAL,999,,D,86.52,87.11,84.06,85.76
29,OCEAN,2360,JACKSON TWP,020,Jackson Memorial High School,S,93.55,92.31,94.06,92.95
29,OCEAN,2360,JACKSON TWP,025,Jackson Liberty High School,S,94.03,89.70,92.24,91.21
29,OCEAN,2360,JACKSON TWP,999,,D,93.77,91.10,93.27,92.16
29,OCEAN,2480,LACEY TWP,020,Lacey Township High School,S,89.51,93.11,93.51,89.89
29,OCEAN,2480,LACEY TWP,999,,D,89.51,93.11,93.51,89.89
29,OCEAN,2520,LAKEWOOD TWP,050,Lakewood High School,S,75.68,75.25,73.51,74.34
29,OCEAN,2520,LAKEWOOD TWP,999,,D,75.68,75.25,73.51,74.34
29,OCEAN,2940,MANCHESTER TWP,040,Manchester Township High School,S,90.46,93.94,86.51,85.66
